seed,load,tau_ms,cv,policy,requests,on_time_fraction_pct,late_fraction_pct,shed_fraction_pct,normalized_network_waste
200,1.2,10.0,1.0,DA-BALS-Stabilized,580,73.62068965517241,3.2758620689655173,23.103448275862068,0.0
200,1.2,50.0,0.0,DA-BALS-NoMargin,580,76.72413793103449,0.8620689655172413,22.413793103448278,0.0
200,1.2,50.0,0.0,DA-BALS-FixedMargin,580,73.62068965517241,0.0,26.379310344827587,0.0
200,1.2,50.0,0.0,DA-BALS-Adaptive,580,75.3448275862069,0.5172413793103449,24.137931034482758,0.0
200,1.2,50.0,0.0,DA-BALS-Stabilized,580,76.72413793103449,0.8620689655172413,22.413793103448278,0.0
200,1.2,50.0,0.5,DA-BALS-NoMargin,580,75.51724137931033,2.0689655172413794,22.413793103448278,0.0
200,1.2,50.0,0.5,DA-BALS-FixedMargin,580,73.10344827586206,0.5172413793103449,26.379310344827587,0.0
200,1.2,50.0,0.5,DA-BALS-Adaptive,580,73.27586206896551,1.0344827586206897,25.689655172413794,0.0
200,1.2,50.0,0.5,DA-BALS-Stabilized,580,75.86206896551724,1.7241379310344827,22.413793103448278,0.0
200,1.2,50.0,1.0,DA-BALS-NoMargin,580,73.27586206896551,4.310344827586207,22.413793103448278,0.0
200,1.2,50.0,1.0,DA-BALS-FixedMargin,580,70.86206896551724,2.7586206896551726,26.379310344827587,0.0
200,1.2,50.0,1.0,DA-BALS-Adaptive,580,70.0,1.896551724137931,28.10344827586207,0.0
200,1.2,50.0,1.0,DA-BALS-Stabilized,580,72.58620689655172,3.793103448275862,23.620689655172413,0.0
201,0.2,0.0,0.0,DA-BALS-NoMargin,86,100.0,0.0,0.0,0.0
201,0.2,0.0,0.0,DA-BALS-FixedMargin,86,87.20930232558139,0.0,12.790697674418606,0.0
201,0.2,0.0,0.0,DA-BALS-Adaptive,86,97.67441860465115,0.0,2.3255813953488373,0.0
201,0.2,0.0,0.0,DA-BALS-Stabilized,86,100.0,0.0,0.0,0.0
201,0.2,0.0,0.5,DA-BALS-NoMargin,86,100.0,0.0,0.0,0.0
201,0.2,0.0,0.5,DA-BALS-FixedMargin,86,87.20930232558139,0.0,12.790697674418606,0.0
201,0.2,0.0,0.5,DA-BALS-Adaptive,86,96.51162790697676,0.0,3.488372093023256,0.0
201,0.2,0.0,0.5,DA-BALS-Stabilized,86,100.0,0.0,0.0,0.0
201,0.2,0.0,1.0,DA-BALS-NoMargin,86,97.67441860465115,2.3255813953488373,0.0,0.0
201,0.2,0.0,1.0,DA-BALS-FixedMargin,86,86.04651162790698,1.1627906976744187,12.790697674418606,0.0
201,0.2,0.0,1.0,DA-BALS-Adaptive,86,90.69767441860465,0.0,9.30232558139535,0.0
201,0.2,0.0,1.0,DA-BALS-Stabilized,86,97.67441860465115,2.3255813953488373,0.0,0.0
201,0.2,10.0,0.0,DA-BALS-NoMargin,86,100.0,0.0,0.0,0.0
201,0.2,10.0,0.0,DA-BALS-FixedMargin,86,87.20930232558139,0.0,12.790697674418606,0.0
201,0.2,10.0,0.0,DA-BALS-Adaptive,86,97.67441860465115,0.0,2.3255813953488373,0.0
201,0.2,10.0,0.0,DA-BALS-Stabilized,86,100.0,0.0,0.0,0.0
201,0.2,10.0,0.5,DA-BALS-NoMargin,86,100.0,0.0,0.0,0.0
201,0.2,10.0,0.5,DA-BALS-FixedMargin,86,87.20930232558139,0.0,12.790697674418606,0.0
201,0.2,10.0,0.5,DA-BALS-Adaptive,86,96.51162790697676,0.0,3.488372093023256,0.0
201,0.2,10.0,0.5,DA-BALS-Stabilized,86,100.0,0.0,0.0,0.0
201,0.2,10.0,1.0,DA-BALS-NoMargin,86,97.67441860465115,2.3255813953488373,0.0,0.0
201,0.2,10.0,1.0,DA-BALS-FixedMargin,86,86.04651162790698,1.1627906976744187,12.790697674418606,0.0
201,0.2,10.0,1.0,DA-BALS-Adaptive,86,90.69767441860465,0.0,9.30232558139535,0.0
